User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U108,47,Male,Freelancer,iOS,7.8,7.9,1,5.0,9,46,1,8.3
U109,27,Female,Freelancer,iOS,11.8,6.5,3,8.7,10,46,3,13.7
U110,34,Male,Freelancer,Android,6.0,6.7,3,6.4,6,5,2,10.6
U111,26,Female,Business Owner,iOS,9.1,3.2,4,6.7,9,9,6,3.9
U112,33,Other,Professional,Android,9.4,5.7,7,5.2,1,38,3,11.9
U113,53,Female,Business Owner,iOS,10.3,6.8,1,5.3,5,44,5,9.9
U114,52,Male,Student,iOS,5.1,6.0,5,6.2,4,43,0,11.6
U115,34,Other,Student,Android,3.0,6.4,8,8.3,4,8,6,8.9
U116,55,Female,Business Owner,Android,8.8,1.1,4,5.3,5,56,0,6.5
U117,45,Female,Student,iOS,2.6,3.6,9,4.3,7,28,0,6.5
U118,55,Other,Freelancer,Android,4.9,6.7,10,6.7,6,53,1,2.9
U119,43,Other,Student,iOS,8.4,7.1,6,6.4,9,15,3,5.9
U120,41,Male,Professional,Android,7.2,1.6,4,8.9,10,16,3,12.9
U121,32,Female,Student,Android,5.5,7.2,3,5.8,1,43,5,9.3
U122,26,Female,Student,iOS,5.8,4.3,4,4.8,5,45,0,2.5
U123,50,Female,Business Owner,Android,3.9,7.5,1,4.6,2,12,1,7.9
U124,49,Female,Professional,iOS,6.2,3.8,8,8.7,8,20,5,10.9
U125,23,Male,Freelancer,iOS,3.7,1.7,10,7.4,5,10,0,6.0
U126,21,Male,Student,Android,5.2,4.0,7,6.8,10,26,4,2.3
U127,25,Female,Business Owner,Android,9.1,3.7,8,7.9,9,16,3,7.7
U128,27,Other,Student,Android,10.6,1.6,7,4.2,6,29,4,4.4
U129,58,Male,Professional,iOS,9.4,7.4,5,7.6,2,51,3,9.4
U130,28,Male,Professional,iOS,5.9,4.6,5,9.0,1,53,4,6.3
U131,45,Female,Business Owner,iOS,2.3,3.4,10,5.6,4,48,1,8.4
U132,56,Male,Professional,Android,5.6,6.1,1,6.4,10,29,6,10.3
U133,22,Female,Professional,Android,1.9,4.5,1,7.5,7,12,6,12.4
U134,42,Male,Business Owner,iOS,9.3,3.5,3,7.7,7,14,1,4.3
U135,42,Female,Student,iOS,5.1,0.8,7,8.6,5,6,1,13.9
U136,56,Female,Student,Android,3.1,1.4,7,7.7,10,57,5,4.8
U137,47,Female,Freelancer,Android,10.0,7.6,6,8.1,6,19,5,5.5
U138,51,Female,Business Owner,Android,7.8,3.7,4,7.4,3,58,1,11.2
U139,34,Male,Business Owner,Android,4.2,1.5,6,7.4,10,8,1,5.5
U140,53,Other,Business Owner,Android,2.5,3.3,1,8.0,9,51,2,9.0
U141,18,Male,Business Owner,Android,3.3,6.8,1,8.6,5,59,4,12.0
U142,25,Male,Freelancer,iOS,11.2,1.0,8,4.1,8,52,4,8.7
U143,52,Female,Professional,Android,2.4,4.1,6,7.0,6,21,2,7.3
U144,35,Other,Professional,Android,7.8,3.0,7,4.2,5,51,3,5.2
U145,59,Male,Business Owner,iOS,7.2,5.3,9,5.2,5,6,1,6.2
U146,39,Male,Freelancer,iOS,5.0,1.4,9,5.9,3,34,2,5.7
U147,25,Male,Student,Android,2.5,5.1,7,8.2,9,5,1,9.6
U148,36,Other,Business Owner,Android,6.2,1.4,5,6.4,7,36,0,8.8
U149,45,Female,Student,iOS,4.8,1.9,1,7.2,2,15,6,10.9
U150,28,Male,Freelancer,iOS,2.8,2.8,9,8.6,6,43,2,9.3
U151,47,Other,Business Owner,iOS,6.9,6.5,1,5.0,7,56,0,3.0
U152,18,Female,Freelancer,iOS,3.4,4.8,1,4.9,1,16,4,9.1
U153,34,Female,Freelancer,iOS,8.0,3.6,8,7.4,6,52,1,12.5
U154,50,Male,Professional,Android,9.8,3.6,8,4.6,10,59,5,7.3
U155,29,Male,Professional,iOS,7.5,5.9,4,5.6,9,24,0,8.5
U156,50,Other,Student,iOS,5.8,1.0,7,7.7,4,37,3,8.6
U157,24,Other,Professional,Android,3.1,6.7,5,6.2,2,16,2,12.8
U158,58,Female,Professional,iOS,5.2,3.2,2,5.7,6,19,6,6.7
U159,37,Female,Freelancer,Android,5.3,3.2,7,9.0,7,52,1,4.7
U160,58,Male,Student,iOS,3.9,4.5,10,8.1,9,15,1,11.3
U161,50,Other,Student,iOS,11.9,0.7,8,6.5,10,15,3,9.2
U162,56,Female,Professional,Android,5.0,2.9,2,5.7,10,30,5,13.5
U163,30,Male,Professional,iOS,4.9,7.5,5,6.3,3,27,3,11.9
U164,27,Female,Professional,Android,2.1,7.1,7,5.0,1,41,0,6.5
U165,41,Female,Student,Android,8.2,7.7,1,8.1,1,24,2,5.4
U166,28,Male,Student,iOS,2.4,7.8,7,6.1,7,41,2,5.7
U167,52,Female,Student,Android,11.5,6.2,3,4.2,5,27,5,2.8
U168,51,Female,Student,Android,3.9,0.6,2,8.8,3,55,3,8.7
U169,18,Other,Professional,Android,2.3,0.8,7,4.4,1,55,6,11.5
U170,56,Other,Freelancer,Android,11.0,7.3,1,6.1,3,40,1,8.4
U171,38,Other,Professional,Android,5.1,6.9,9,6.6,2,56,2,6.1
U172,49,Male,Freelancer,iOS,2.5,4.3,7,4.3,1,56,5,10.4
U173,19,Other,Student,Android,5.8,4.0,9,8.8,8,26,4,8.9
U174,25,Female,Freelancer,Android,11.1,1.2,2,5.2,1,10,5,2.1
U175,41,Other,Professional,Android,11.6,7.6,7,6.6,2,12,2,2.6
U176,37,Other,Professional,iOS,10.3,7.8,9,4.9,6,18,3,3.9
U177,33,Male,Student,Android,3.7,5.6,5,6.5,3,57,2,3.3
U178,21,Other,Professional,iOS,5.1,4.7,8,5.0,8,11,2,12.9
U179,33,Male,Student,Android,5.3,1.3,6,6.6,7,31,2,10.9
U180,54,Female,Freelancer,Android,7.9,2.2,1,4.4,3,51,1,12.5
U181,23,Male,Student,Android,3.8,6.5,10,6.1,3,41,4,7.3
U182,23,Female,Student,Android,10.2,2.9,2,5.0,8,49,3,9.6
U183,49,Male,Student,iOS,3.6,2.2,2,4.6,5,50,2,11.8
U184,22,Male,Student,iOS,5.9,5.6,8,4.9,2,52,2,7.7
U185,52,Female,Freelancer,iOS,2.7,5.2,6,7.4,1,23,3,11.6
U186,26,Male,Student,iOS,2.2,1.5,5,4.0,4,25,6,5.4
U187,26,Male,Business Owner,iOS,6.1,6.6,4,4.9,5,29,3,4.9
U188,60,Female,Business Owner,iOS,6.0,7.2,6,7.9,9,40,5,12.5
U189,48,Male,Freelancer,Android,2.5,2.9,1,6.7,8,46,5,8.2
U190,53,Other,Professional,Android,3.6,4.5,9,4.4,4,42,5,11.6
U191,28,Other,Freelancer,iOS,2.0,7.4,6,5.4,4,18,3,4.6
U192,34,Male,Business Owner,iOS,1.4,2.2,9,8.1,1,25,4,2.8
U193,51,Other,Student,Android,3.3,4.3,7,5.9,6,41,0,13.3
U194,56,Other,Freelancer,Android,3.0,7.6,4,6.8,3,39,0,9.0
U195,45,Male,Student,iOS,2.8,4.9,5,7.7,1,33,4,5.1
U196,31,Female,Student,iOS,4.5,5.6,5,7.4,2,30,0,7.2
U197,52,Other,Student,iOS,5.0,3.3,9,5.7,10,54,2,5.3
U198,30,Male,Freelancer,iOS,4.0,3.0,4,8.1,1,43,3,4.6
U199,37,Other,Freelancer,Android,8.4,5.0,4,8.6,3,49,1,3.6
U200,43,Male,Professional,iOS,8.4,1.0,8,8.6,4,26,4,7.9
U201,60,Male,Business Owner,Android,5.1,3.1,2,8.9,9,53,5,13.8
U202,59,Female,Student,iOS,2.5,2.8,5,7.8,4,17,3,13.6
U203,41,Female,Business Owner,iOS,5.3,1.4,10,8.4,3,17,1,6.8
U204,46,Male,Professional,iOS,1.8,4.5,6,8.5,6,5,4,11.9
U205,51,Female,Student,iOS,5.5,4.8,9,7.4,1,13,6,9.6
U206,46,Male,Business Owner,Android,6.6,1.7,7,8.6,5,11,5,12.5
U207,25,Male,Freelancer,iOS,7.5,6.0,2,8.3,7,15,5,9.6
U208,33,Male,Freelancer,Android,3.4,7.3,2,4.4,10,10,2,6.4
U209,32,Female,Business Owner,iOS,7.2,7.2,6,4.2,9,13,3,3.7
U210,22,Male,Student,iOS,1.9,5.7,4,6.4,3,58,6,4.2
U211,39,Female,Business Owner,iOS,2.5,4.3,9,6.8,8,48,5,7.2
U212,19,Female,Freelancer,iOS,11.1,5.4,5,5.5,1,6,5,12.6
U213,55,Other,Freelancer,iOS,11.4,2.1,1,5.2,3,13,1,7.1
U214,53,Female,Professional,Android,4.3,7.2,8,7.4,4,57,1,14.0
U215,32,Female,Professional,iOS,3.1,3.4,3,5.1,9,59,2,7.1
U216,55,Female,Freelancer,Android,7.0,5.9,9,5.3,2,52,2,6.7
U217,32,Female,Freelancer,Android,11.1,1.2,10,6.0,1,13,4,7.6
U218,18,Other,Business Owner,iOS,1.1,6.4,6,5.3,7,36,3,6.1
U219,22,Female,Business Owner,Android,8.5,3.5,5,7.0,2,5,2,12.5
U220,58,Other,Professional,Android,7.2,5.6,3,6.8,10,42,4,10.1
U221,21,Other,Student,iOS,4.5,3.0,10,4.3,10,27,0,6.1
U222,32,Male,Business Owner,Android,3.1,7.9,1,4.6,5,14,6,13.1
U223,22,Other,Student,iOS,6.5,6.9,2,4.4,7,17,1,7.7
U224,20,Other,Student,Android,2.6,2.0,10,7.1,3,23,3,4.2
U225,39,Female,Business Owner,Android,7.3,2.3,6,7.8,5,52,1,8.8
U226,22,Female,Business Owner,iOS,2.0,6.9,4,6.6,10,19,0,7.2
U227,50,Other,Freelancer,Android,10.9,7.8,5,7.0,8,15,4,13.8
U228,33,Female,Student,iOS,9.6,5.8,7,5.3,8,59,5,2.5
U229,35,Other,Business Owner,Android,10.3,2.9,7,8.8,8,41,0,3.6
U230,60,Other,Freelancer,Android,2.5,6.5,8,6.3,2,20,6,2.8
U231,49,Female,Business Owner,Android,4.9,5.0,9,5.3,4,29,3,13.6
U232,31,Female,Student,iOS,10.3,1.7,3,7.8,3,42,0,10.1
U233,52,Other,Student,iOS,4.8,3.4,8,6.1,10,12,3,8.9
U234,26,Other,Freelancer,Android,5.6,7.8,3,7.9,2,15,0,2.0
U235,54,Male,Professional,Android,10.3,7.6,7,7.6,1,45,3,11.4
U236,54,Other,Freelancer,iOS,8.5,5.8,3,5.2,7,37,4,12.5
U237,48,Female,Student,iOS,2.2,2.0,9,7.7,5,21,1,10.7
U238,33,Female,Business Owner,Android,6.2,6.4,8,4.6,1,29,1,2.6
U239,48,Other,Professional,iOS,6.0,5.6,8,7.8,5,41,0,9.9
U240,44,Other,Freelancer,iOS,2.9,3.3,7,6.7,3,26,6,3.5
U241,30,Male,Freelancer,iOS,10.1,0.9,1,5.3,6,50,6,13.6
U242,24,Male,Student,Android,3.1,2.6,1,8.0,1,40,2,8.5
U243,24,Male,Business Owner,Android,8.6,6.1,2,8.0,8,57,0,8.2
U244,60,Female,Business Owner,Android,4.8,7.5,6,4.8,1,46,2,6.1
U245,45,Female,Freelancer,iOS,10.7,2.4,1,5.5,1,54,6,7.1
U246,40,Female,Professional,iOS,6.7,1.8,3,4.6,2,10,1,10.9
U247,45,Other,Student,iOS,4.3,6.1,6,6.5,9,23,2,4.2
U248,44,Female,Freelancer,Android,10.0,1.8,2,8.3,8,60,1,2.5
U249,47,Male,Freelancer,Android,3.4,3.3,4,7.0,6,25,2,10.2
U250,21,Other,Freelancer,iOS,5.0,5.6,8,6.1,9,13,1,13.6
U251,59,Female,Business Owner,Android,2.6,0.5,8,8.8,8,44,1,3.4
U252,59,Female,Business Owner,iOS,3.1,4.9,8,7.3,1,59,2,10.0
U253,24,Other,Freelancer,iOS,10.6,7.3,10,4.7,1,18,2,8.8
U254,21,Female,Student,iOS,7.3,2.6,8,8.5,8,15,1,5.4
U255,43,Other,Business Owner,Android,4.3,3.2,1,7.9,9,30,5,9.7
U256,39,Other,Professional,iOS,5.3,5.9,6,5.3,3,11,0,12.1
U257,24,Male,Professional,iOS,3.1,2.9,5,8.1,3,56,4,9.5
U258,33,Other,Freelancer,Android,4.9,3.7,4,4.8,3,29,5,4.1
U259,30,Female,Professional,Android,2.7,2.4,7,4.8,5,26,3,14.0
U260,30,Male,Professional,iOS,3.4,3.1,10,4.8,4,58,4,7.0
U261,52,Female,Freelancer,iOS,11.7,4.8,7,5.5,8,15,2,6.6
U262,46,Other,Student,iOS,1.6,6.8,1,7.6,9,59,1,4.4
U263,26,Female,Freelancer,iOS,2.6,7.7,4,4.6,7,39,3,12.5
U264,45,Female,Student,Android,7.2,4.1,6,6.0,6,29,2,2.5
U265,29,Other,Student,Android,7.6,4.0,6,7.3,3,51,4,3.7
U266,35,Other,Professional,Android,10.1,7.6,2,7.6,2,12,2,2.0
U267,47,Male,Business Owner,iOS,2.9,4.8,3,7.7,3,54,4,6.1
U268,33,Male,Freelancer,iOS,3.6,6.2,5,9.0,4,36,0,12.0
U269,22,Male,Student,iOS,11.0,3.4,10,8.9,4,55,2,9.4
U270,46,Male,Business Owner,Android,4.4,2.5,6,5.5,7,11,1,13.7
U271,53,Male,Professional,Android,1.1,6.8,5,4.5,8,36,0,4.8
U272,24,Female,Business Owner,iOS,10.1,5.2,8,4.8,6,48,0,11.5
U273,21,Male,Freelancer,Android,9.3,2.7,8,7.2,2,23,3,12.7
U274,59,Other,Professional,Android,10.9,7.2,9,7.6,10,43,3,2.3
U275,52,Other,Student,iOS,9.5,1.7,3,6.6,3,41,5,3.0
U276,18,Male,Freelancer,iOS,6.9,4.3,8,6.6,10,41,3,3.5
U277,23,Male,Business Owner,iOS,10.4,5.9,5,6.8,2,13,6,8.9
U278,33,Female,Business Owner,Android,2.9,6.3,8,4.2,8,38,6,9.9
U279,28,Female,Student,Android,1.8,7.0,2,4.8,7,21,3,7.1
U280,44,Other,Freelancer,iOS,3.3,0.7,5,7.2,3,59,5,5.3
U281,49,Male,Professional,iOS,10.6,5.3,1,5.2,4,58,1,6.1
U282,48,Female,Professional,iOS,2.0,5.8,10,7.9,10,37,6,9.0
U283,31,Male,Student,iOS,11.9,6.1,2,7.5,2,40,0,5.0
U284,43,Female,Business Owner,iOS,8.4,5.6,4,7.8,7,34,5,5.2
U285,21,Male,Freelancer,iOS,5.3,2.8,8,8.1,4,19,3,13.7
U286,28,Male,Business Owner,Android,8.5,2.5,5,7.2,9,7,3,6.2
U287,42,Other,Freelancer,Android,9.0,3.8,10,5.2,5,31,4,3.7
U288,18,Other,Business Owner,Android,5.6,3.3,8,4.7,10,35,6,6.3
U289,42,Other,Professional,Android,5.6,7.6,5,4.3,6,13,6,11.4
U290,34,Male,Professional,iOS,5.4,0.6,8,6.9,5,12,4,9.0
U291,47,Male,Freelancer,Android,10.0,3.5,3,6.7,5,8,6,2.5
U292,36,Male,Business Owner,iOS,10.7,6.8,6,7.0,1,35,5,3.1
U293,45,Male,Student,iOS,3.2,0.9,1,4.0,2,55,4,5.4
U294,53,Other,Professional,iOS,9.0,7.6,10,8.4,8,13,2,10.5
U295,60,Female,Business Owner,iOS,6.2,2.0,3,6.1,3,29,1,3.5
U296,49,Other,Business Owner,iOS,8.6,5.5,7,6.0,2,15,1,8.7
U297,27,Other,Student,Android,2.4,1.5,6,8.3,3,19,5,6.9
U298,30,Male,Business Owner,iOS,7.9,7.0,5,8.1,9,18,6,10.8
U299,36,Other,Business Owner,Android,8.5,3.4,3,7.9,1,5,2,11.0
U300,31,Male,Student,iOS,8.8,1.7,4,4.6,9,59,5,2.4
U301,21,Male,Professional,Android,6.4,3.6,7,6.4,3,55,5,8.9
U302,55,Female,Student,iOS,10.8,1.0,2,4.3,10,44,5,11.0
U303,52,Female,Student,iOS,7.4,7.3,9,7.3,1,27,1,12.5
U304,21,Female,Professional,iOS,7.8,1.1,3,5.1,1,38,6,5.5
U305,38,Other,Student,iOS,1.4,1.8,2,8.5,9,52,5,11.4
U306,21,Male,Business Owner,Android,11.4,0.6,3,8.0,8,15,0,7.8
U307,21,Male,Freelancer,Android,6.1,5.0,1,5.9,3,59,0,7.7
U308,55,Male,Student,Android,11.5,6.1,5,8.3,9,27,1,6.2
U309,48,Female,Professional,iOS,7.4,1.3,3,4.2,3,14,5,14.0
U310,50,Male,Professional,iOS,2.0,5.6,8,7.0,8,59,6,8.8
U311,51,Other,Business Owner,Android,5.6,6.9,3,7.2,8,33,4,4.2
U312,28,Male,Freelancer,Android,10.6,7.6,4,7.5,3,41,0,11.5
U313,21,Male,Student,iOS,8.8,6.7,7,6.5,10,34,6,5.6
U314,50,Other,Student,iOS,8.3,3.0,5,4.7,10,49,3,13.5
U315,23,Male,Professional,Android,4.2,1.0,6,6.3,9,18,5,8.7
U316,29,Other,Student,iOS,1.5,3.4,2,6.1,9,52,0,13.7
U317,22,Other,Student,Android,10.9,6.6,7,5.2,6,14,2,6.4
U318,56,Other,Freelancer,iOS,11.5,6.6,5,7.0,10,5,2,8.5
U319,22,Other,Business Owner,Android,7.9,5.6,1,5.4,1,48,3,4.9
U320,33,Other,Professional,Android,6.0,1.4,4,8.4,10,21,4,4.6
U321,43,Other,Freelancer,iOS,6.2,2.3,6,4.3,10,49,1,8.7
U322,25,Female,Freelancer,iOS,4.4,1.2,3,7.6,10,57,1,4.4
U323,54,Male,Professional,iOS,5.0,7.9,3,4.6,8,46,2,11.7
U324,33,Male,Professional,Android,7.8,1.5,5,5.2,7,29,0,8.2
U325,55,Male,Student,Android,9.7,1.0,2,8.5,10,14,4,5.7
U326,56,Female,Business Owner,iOS,9.0,5.2,7,7.2,8,60,0,10.2
U327,20,Female,Freelancer,iOS,4.9,7.9,3,4.3,10,21,5,4.1
U328,57,Other,Professional,Android,6.2,3.5,6,7.7,5,31,3,13.6
U329,23,Male,Student,iOS,2.5,6.4,7,8.1,5,42,6,13.1
U330,44,Other,Business Owner,iOS,11.5,7.2,6,8.4,6,22,2,12.1
U331,60,Female,Business Owner,Android,1.1,4.4,3,9.0,7,46,5,12.2
U332,55,Other,Freelancer,iOS,4.4,3.4,3,6.9,7,48,6,9.7
U333,54,Male,Business Owner,iOS,5.0,0.9,4,4.4,1,37,3,6.3
U334,51,Female,Student,Android,6.9,3.9,6,7.8,9,55,4,2.8
U335,38,Female,Professional,Android,1.5,2.4,8,7.3,1,45,1,10.2
U336,34,Male,Freelancer,iOS,7.6,1.9,5,7.5,7,54,5,12.6
U337,31,Female,Business Owner,iOS,7.1,1.5,5,6.6,1,13,0,12.9
U338,60,Male,Professional,Android,9.4,1.7,1,7.3,3,57,0,9.9
U339,38,Female,Business Owner,Android,6.3,1.7,7,5.3,2,50,4,8.3
U340,33,Other,Student,iOS,4.3,6.8,4,4.2,7,35,6,6.6
U341,34,Male,Student,Android,11.3,3.4,3,8.0,10,56,0,4.6
U342,43,Male,Business Owner,iOS,2.6,6.5,7,6.8,1,47,0,2.6
